,data_transakcji,data_księgowania,dane_kontrahenta,tytuł,nr_rachunku,nazwa_banku,nr_transakcji,kwota_transakcji_(waluta_rachunku),waluta,konto,saldo_po_transakcji,waluta_salda,red_flag
655,2022-12-13,2022-12-14,PokerStars,Płatność PokerStars,PL38097671697745155775168599,Santander,3311993357,-1062.43,EUR,Konto w USD,-14664318.71,EUR,1
656,2022-12-13,2022-12-14,Biedronka,Płatność Biedronka,PL52764689169135570122787842,Millennium,3523555561,-149.47,PLN,Wspólne,-14664468.18,PLN,0
657,2022-12-16,2022-12-18,Zabka,Płatność Zabka,PL11082132262552680304146655,Millennium,3022447926,-65.85,PLN,Konto w USD,-14664534.03,PLN,0
658,2022-12-18,2022-12-20,Booking.com,Płatność Booking.com,PL57892540879950466472727282,PKO BP,6240655957,-809.31,EUR,Konto w EUR,-14665343.34,EUR,0
659,2022-12-21,2022-12-21,PGNiG,Płatność PGNiG,PL60443729307914438125884211,mBank,7715313992,-172.86,PLN,Konto w USD,-14665516.2,PLN,0
660,2022-12-24,2022-12-24,PokerStars,Płatność PokerStars,PL26553537910851473110159673,PKO BP,8667609693,-945.34,EUR,Wspólne,-14666461.54,EUR,1
661,2022-12-30,2022-12-31,Zabka,Płatność Zabka,PL82378628837523944732056326,Santander,5172843657,-147.56,PLN,Konto w USD,-14666609.1,PLN,0
662,2023-01-01,2023-01-02,Vattenfall,Płatność Vattenfall,PL26105588145561428200526506,ING,9578425587,-198.77,PLN,Moje,-14666807.87,PLN,0
663,2023-01-03,2023-01-05,Auto Komis Katowice,Płatność Auto Komis Katowice,PL65188154475096062873263540,Millennium,7744989038,-53549.81,PLN,Moje,-14720357.68,PLN,1
664,2023-01-03,2023-01-03,PKO BP,Płatność PKO BP,PL27994341024014403808960526,PKO BP,6160049047,8842.85,PLN,Konto w USD,-14711514.83,PLN,0
665,2023-01-08,2023-01-09,Biedronka,Płatność Biedronka,PL52135539915422475836894487,Santander,4214067225,-53.49,PLN,Wspólne,-14711568.32,PLN,0
666,2023-01-14,2023-01-14,MediaMarkt,Płatność MediaMarkt,PL45170077498500582223101183,ING,9249265199,-2453.43,PLN,Konto w EUR,-14714021.75,PLN,0
667,2023-01-20,2023-01-22,Firma XYZ,Płatność Firma XYZ,PL99335339885220911837141836,Millennium,5838906966,7853.76,PLN,Moje,-14706167.99,PLN,0
668,2023-01-28,2023-01-29,PokerStars,Płatność PokerStars,PL90600820070798859199534242,Santander,8201054390,-1422.27,EUR,Wspólne,-14707590.26,EUR,1
669,2023-01-28,2023-01-29,MediaMarkt,Płatność MediaMarkt,PL89310104806518576310196887,ING,8589160590,-2048.24,PLN,Wspólne,-14709638.5,PLN,0
670,2023-01-31,2023-02-01,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL17915004297198499658294702,Millennium,9626669076,-443482.33,PLN,Moje,-15153120.83,PLN,1
671,2023-02-01,2023-02-01,Lidl,Płatność Lidl,PL52816180242708758961361532,mBank,8127273136,-108.47,PLN,Konto w EUR,-15153229.3,PLN,0
672,2023-02-03,2023-02-04,Vattenfall,Płatność Vattenfall,PL79928047359000398354964382,Santander,4557688727,-166.55,PLN,Konto w USD,-15153395.85,PLN,0
673,2023-02-04,2023-02-05,ATM ING,Płatność ATM ING,PL63132358509278214851682573,mBank,3809733908,-701.28,PLN,Konto w EUR,-15154097.13,PLN,0
674,2023-02-05,2023-02-05,Orlen,Płatność Orlen,PL26886307577608379169175076,Santander,2112892854,-266.07,PLN,Konto w EUR,-15154363.2,PLN,0
675,2023-02-07,2023-02-09,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL60970613891877939883617151,Millennium,4181592077,-480451.88,PLN,Konto w USD,-15634815.08,PLN,1
676,2023-02-08,2023-02-08,Biuro Notarialne,Płatność Biuro Notarialne,PL76414457699762465381965016,mBank,6644556579,-10816.17,PLN,Wspólne,-15645631.25,PLN,1
677,2023-02-10,2023-02-10,Lidl,Płatność Lidl,PL68557142802364220237848205,Santander,7555183677,-119.58,PLN,Wspólne,-15645750.83,PLN,0
678,2023-02-11,2023-02-11,PGNiG,Płatność PGNiG,PL18787700718655095951341196,Santander,7296296960,-174.18,PLN,Konto w USD,-15645925.01,PLN,0
679,2023-02-13,2023-02-14,PKO BP,Płatność PKO BP,PL88587695174287161687756900,Millennium,6230892252,8861.53,PLN,Wspólne,-15637063.48,PLN,0
680,2023-02-22,2023-02-22,ATM ING,Płatność ATM ING,PL87533633823364179515066404,mBank,2213419307,-447.97,PLN,Wspólne,-15637511.45,PLN,0
681,2023-02-24,2023-02-25,Allegro,Płatność Allegro,PL62622908833968640101355131,PKO BP,4289204246,-140.38,PLN,Wspólne,-15637651.83,PLN,0
682,2023-02-24,2023-02-25,Amazon,Płatność Amazon,PL31392319466520989716375541,Santander,2353176743,-92.42,USD,Wspólne,-15637744.25,USD,0
683,2023-02-28,2023-03-01,Orlen,Płatność Orlen,PL28395975108145635768753835,mBank,7971028000,-147.58,PLN,Wspólne,-15637891.83,PLN,0
684,2023-02-28,2023-03-01,Vattenfall,Płatność Vattenfall,PL31610419497480334134129603,PKO BP,6350099361,-239.14,PLN,Konto w USD,-15638130.97,PLN,0
685,2023-02-28,2023-03-01,Lidl,Płatność Lidl,PL15165289156134940648786486,Millennium,6827991023,-88.98,PLN,Konto w EUR,-15638219.95,PLN,0
686,2023-03-01,2023-03-02,Urząd Skarbowy,Płatność Urząd Skarbowy,PL16483974991946775944233834,PKO BP,1157830819,-8169.16,PLN,Konto w USD,-15646389.11,PLN,0
687,2023-03-03,2023-03-03,PKO BP,Płatność PKO BP,PL74697309848057212521038589,mBank,2682029245,4967.5,PLN,Wspólne,-15641421.61,PLN,0
688,2023-03-05,2023-03-06,PKO BP,Płatność PKO BP,PL83906421683147776708751232,ING,8914503235,5734.62,PLN,Konto w EUR,-15635686.99,PLN,0
689,2023-03-08,2023-03-08,Zabka,Płatność Zabka,PL46651589519554839278800853,ING,6861246275,-98.77,PLN,Konto w EUR,-15635785.76,PLN,0
690,2023-03-10,2023-03-10,PGNiG,Płatność PGNiG,PL48427562784264799189064779,ING,9318535253,-153.54,PLN,Konto w EUR,-15635939.3,PLN,0
691,2023-03-12,2023-03-14,Urząd Skarbowy,Płatność Urząd Skarbowy,PL99848488846751288143653696,mBank,1219279989,-5943.05,PLN,Konto w USD,-15641882.35,PLN,0
692,2023-03-13,2023-03-14,Allegro,Płatność Allegro,PL87328290110449804797512193,Santander,4408423851,-220.54,PLN,Wspólne,-15642102.89,PLN,0
693,2023-03-14,2023-03-14,ATM ING,Płatność ATM ING,PL39662013727157747657111303,Millennium,5560037324,-834.61,PLN,Konto w USD,-15642937.5,PLN,0
694,2023-03-18,2023-03-19,Biedronka,Płatność Biedronka,PL71944558485772026815888562,Millennium,9417667127,-63.15,PLN,Moje,-15643000.65,PLN,0
695,2023-03-18,2023-03-18,STS.pl,Płatność STS.pl,PL19604687444465240637112221,Millennium,7202459403,-1899.2,PLN,Konto w EUR,-15644899.85,PLN,1
696,2023-03-20,2023-03-21,Zabka,Płatność Zabka,PL81526215578761013433262518,ING,1463059034,-92.07,PLN,Moje,-15644991.92,PLN,0
697,2023-03-21,2023-03-21,Biedronka,Płatność Biedronka,PL49126857750572762412157059,mBank,3626808037,-143.24,PLN,Konto w USD,-15645135.16,PLN,0
698,2023-03-24,2023-03-24,Santander Leasing,Płatność Santander Leasing,PL38212881715342613287024296,ING,9901612246,-2518.96,PLN,Wspólne,-15647654.12,PLN,0
699,2023-03-25,2023-03-27,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL10378252562027238331942232,mBank,1963495703,-533972.96,PLN,Konto w USD,-16181627.08,PLN,1
700,2023-03-31,2023-04-02,Booking.com,Płatność Booking.com,PL16518330748091978650341008,ING,7284830054,-201.63,EUR,Konto w EUR,-16181828.71,EUR,0
701,2023-03-31,2023-04-01,STS.pl,Płatność STS.pl,PL54267487678154740625846332,Millennium,7698687820,-962.66,PLN,Konto w USD,-16182791.37,PLN,1
702,2023-04-06,2023-04-08,Auto Komis Katowice,Płatność Auto Komis Katowice,PL35766943190747829797995090,Millennium,5009490853,-53031.72,PLN,Moje,-16235823.09,PLN,1
703,2023-04-10,2023-04-12,Firma XYZ,Płatność Firma XYZ,PL13991132797797200714166489,ING,6013992194,6790.27,PLN,Moje,-16229032.82,PLN,0
704,2023-04-11,2023-04-12,PGNiG,Płatność PGNiG,PL66585432070368809806261491,Millennium,7784286788,-140.69,PLN,Wspólne,-16229173.51,PLN,0
705,2023-04-15,2023-04-17,Vattenfall,Płatność Vattenfall,PL97873349925540730077262953,Santander,4530100567,-223.66,PLN,Konto w USD,-16229397.17,PLN,0
706,2023-04-17,2023-04-19,Vattenfall,Płatność Vattenfall,PL49779603515893426046156205,mBank,6054678460,-215.99,PLN,Konto w USD,-16229613.16,PLN,0
707,2023-04-17,2023-04-18,Allegro,Płatność Allegro,PL48779772780891915624980317,Santander,2120433390,-152.32,PLN,Konto w USD,-16229765.48,PLN,0
708,2023-04-20,2023-04-21,Zabka,Płatność Zabka,PL52180428411313937859383308,Santander,6661112202,-165.88,PLN,Konto w USD,-16229931.36,PLN,0
709,2023-04-21,2023-04-23,Orlen,Płatność Orlen,PL77154596926545272999777758,ING,4956866299,-255.09,PLN,Konto w EUR,-16230186.45,PLN,0
710,2023-04-22,2023-04-22,ATM ING,Płatność ATM ING,PL49793194155106141508597903,ING,2879249390,-718.55,PLN,Moje,-16230905.0,PLN,0
711,2023-04-23,2023-04-25,PokerStars,Płatność PokerStars,PL75648788239329969602627746,ING,6732445035,-472.16,EUR,Konto w USD,-16231377.16,EUR,1
712,2023-04-24,2023-04-24,Auto Komis Katowice,Płatność Auto Komis Katowice,PL21492823332690833428084612,Santander,6918460188,-52729.67,PLN,Konto w USD,-16284106.83,PLN,1
713,2023-04-24,2023-04-25,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL32336333477881992335813259,Santander,2127465845,-517622.74,PLN,Konto w EUR,-16801729.57,PLN,1
714,2023-05-02,2023-05-04,Amazon,Płatność Amazon,PL51789285119758829677488581,ING,8896103725,-786.81,USD,Moje,-16802516.38,USD,0
715,2023-05-04,2023-05-05,Booking.com,Płatność Booking.com,PL50494766319846360301309846,Millennium,9674633671,-597.96,EUR,Konto w USD,-16803114.34,EUR,0
716,2023-05-04,2023-05-05,Zabka,Płatność Zabka,PL10181764462960224941507049,Millennium,8237685438,-187.57,PLN,Konto w USD,-16803301.91,PLN,0
717,2023-05-07,2023-05-08,PKO BP,Płatność PKO BP,PL82317259253432043169038113,ING,5530392029,3986.68,PLN,Konto w EUR,-16799315.23,PLN,0
718,2023-05-08,2023-05-08,Biedronka,Płatność Biedronka,PL67717419469992572660212172,Santander,7859503404,-178.24,PLN,Konto w USD,-16799493.47,PLN,0
719,2023-05-10,2023-05-11,ATM ING,Płatność ATM ING,PL22880372867786478030029621,ING,1289367558,-1042.55,PLN,Moje,-16800536.02,PLN,0
720,2023-05-10,2023-05-12,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL82571422122624165061995583,ING,4501437938,-535030.78,PLN,Konto w USD,-17335566.8,PLN,1
721,2023-05-13,2023-05-13,Auto Komis Katowice,Płatność Auto Komis Katowice,PL37329159894900845973606069,ING,2598689926,-56053.64,PLN,Wspólne,-17391620.44,PLN,1
722,2023-05-14,2023-05-14,Urząd Skarbowy,Płatność Urząd Skarbowy,PL35296121117552779500094677,PKO BP,3653317487,-7990.74,PLN,Moje,-17399611.18,PLN,0
723,2023-05-16,2023-05-16,Booking.com,Płatność Booking.com,PL82832355180486139219172795,mBank,7328080348,-61.36,EUR,Konto w USD,-17399672.54,EUR,0
724,2023-05-19,2023-05-21,PokerStars,Płatność PokerStars,PL75341717422051410755680932,mBank,6623108992,-1316.01,EUR,Wspólne,-17400988.55,EUR,1
725,2023-05-23,2023-05-24,Urząd Skarbowy,Płatność Urząd Skarbowy,PL53526071355255167340476937,ING,7032124964,-4908.09,PLN,Moje,-17405896.64,PLN,0
726,2023-05-24,2023-05-24,Urząd Skarbowy,Płatność Urząd Skarbowy,PL55141588956577722425966171,ING,8949071459,-8671.36,PLN,Moje,-17414568.0,PLN,0
727,2023-05-27,2023-05-27,Allegro,Płatność Allegro,PL45555098786266867645546461,Santander,8685477742,-94.36,PLN,Konto w USD,-17414662.36,PLN,0
728,2023-05-27,2023-05-29,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL79214574608777829438805975,Santander,3291679464,-504289.28,PLN,Konto w USD,-17918951.64,PLN,1
729,2023-05-31,2023-06-01,Zabka,Płatność Zabka,PL86814868097134615666008713,ING,7261225164,-170.75,PLN,Moje,-17919122.39,PLN,0
730,2023-05-31,2023-06-01,Urząd Skarbowy,Płatność Urząd Skarbowy,PL70502068835896812420815054,Millennium,3186739367,-7125.79,PLN,Konto w EUR,-17926248.18,PLN,0
731,2023-06-01,2023-06-01,Vattenfall,Płatność Vattenfall,PL19023363500308757432014746,PKO BP,8717900667,-238.23,PLN,Konto w USD,-17926486.41,PLN,0
732,2023-06-06,2023-06-08,STS.pl,Płatność STS.pl,PL65008609086333881898881550,Santander,6392296197,-638.16,PLN,Konto w EUR,-17927124.57,PLN,1
733,2023-06-06,2023-06-08,Zabka,Płatność Zabka,PL77580653328566609096926463,PKO BP,6079474654,-121.69,PLN,Konto w EUR,-17927246.26,PLN,0
734,2023-06-10,2023-06-10,Amazon,Płatność Amazon,PL25036514959413096387865658,ING,9978754431,-270.94,USD,Moje,-17927517.2,USD,0
735,2023-06-10,2023-06-11,MediaMarkt,Płatność MediaMarkt,PL20958912953297982976375942,Millennium,6369934500,-2057.92,PLN,Konto w USD,-17929575.12,PLN,0
736,2023-06-11,2023-06-12,MediaMarkt,Płatność MediaMarkt,PL44410475164017120785615077,PKO BP,1328024536,-2414.53,PLN,Konto w EUR,-17931989.65,PLN,0
737,2023-06-17,2023-06-19,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL42440936029058935757815755,ING,3982625756,-432409.98,PLN,Konto w EUR,-18364399.63,PLN,1
738,2023-06-18,2023-06-19,Auto Komis Katowice,Płatność Auto Komis Katowice,PL50959914579414667992616842,PKO BP,5004745577,-45124.71,PLN,Moje,-18409524.34,PLN,1
739,2023-06-19,2023-06-21,PokerStars,Płatność PokerStars,PL98891277751067012119503506,Millennium,9277390942,-1717.97,EUR,Moje,-18411242.31,EUR,1
740,2023-06-19,2023-06-20,Biuro Notarialne,Płatność Biuro Notarialne,PL82803308867535551375008860,mBank,7613529728,-8563.63,PLN,Konto w USD,-18419805.94,PLN,0
741,2023-06-20,2023-06-21,PGNiG,Płatność PGNiG,PL80511091611495441955737271,ING,1774115211,-150.93,PLN,Konto w EUR,-18419956.87,PLN,0
742,2023-06-20,2023-06-20,Santander Leasing,Płatność Santander Leasing,PL61985590336458601462475906,Millennium,6460723775,-1894.23,PLN,Wspólne,-18421851.1,PLN,0
743,2023-06-21,2023-06-21,Biuro Notarialne,Płatność Biuro Notarialne,PL79017357071811288706932793,Santander,7548694008,-11328.72,PLN,Konto w USD,-18433179.82,PLN,1
744,2023-06-22,2023-06-24,PokerStars,Płatność PokerStars,PL49920848115621860763426151,Santander,8552664320,-657.07,EUR,Moje,-18433836.89,EUR,1
745,2023-06-24,2023-06-26,Amazon,Płatność Amazon,PL31074796271553447150205647,Millennium,5225050022,-240.17,USD,Konto w USD,-18434077.06,USD,0
746,2023-06-24,2023-06-24,Zabka,Płatność Zabka,PL77307457864657696564340155,PKO BP,8281599450,-144.43,PLN,Konto w EUR,-18434221.49,PLN,0
747,2023-06-26,2023-06-28,Booking.com,Płatność Booking.com,PL48866334384199570074133457,Santander,4847485935,-988.48,EUR,Moje,-18435209.97,EUR,0
748,2023-06-27,2023-06-27,PKO BP,Płatność PKO BP,PL64078284354645277793031750,Santander,4810009104,1955.32,PLN,Konto w EUR,-18433254.65,PLN,0
749,2023-06-27,2023-06-28,Santander Leasing,Płatność Santander Leasing,PL14367275243347419560624263,Santander,1996714127,-2465.26,PLN,Konto w USD,-18435719.91,PLN,0
750,2023-06-30,2023-07-01,Biedronka,Płatność Biedronka,PL47335108725510813610040649,PKO BP,1227021383,-109.09,PLN,Konto w USD,-18435829.0,PLN,0
751,2023-06-30,2023-06-30,STS.pl,Płatność STS.pl,PL86142291782669455920586561,ING,7600916807,-1636.01,PLN,Wspólne,-18437465.01,PLN,1
752,2023-06-30,2023-06-30,PGNiG,Płatność PGNiG,PL64491642782190811660996969,Santander,4463822274,-143.86,PLN,Wspólne,-18437608.87,PLN,0
753,2023-07-02,2023-07-02,Booking.com,Płatność Booking.com,PL86062548461483905116193703,Millennium,4639709642,-249.22,EUR,Konto w USD,-18437858.09,EUR,0
754,2023-07-04,2023-07-05,Auto Komis Katowice,Płatność Auto Komis Katowice,PL71137654771025016712072218,Santander,5628146210,-56374.44,PLN,Konto w EUR,-18494232.53,PLN,1
755,2023-07-06,2023-07-07,Urząd Skarbowy,Płatność Urząd Skarbowy,PL89475663131209306293824491,Santander,2617952752,-7735.5,PLN,Konto w EUR,-18501968.03,PLN,0
756,2023-07-07,2023-07-08,Santander Leasing,Płatność Santander Leasing,PL22364673553737015300222992,Millennium,4994716042,-2191.32,PLN,Wspólne,-18504159.35,PLN,0
757,2023-07-10,2023-07-11,Auto Komis Katowice,Płatność Auto Komis Katowice,PL31588101708109959234826106,ING,5029287625,-55209.93,PLN,Konto w USD,-18559369.28,PLN,1
758,2023-07-10,2023-07-12,Santander Leasing,Płatność Santander Leasing,PL58913938610679647625351475,Millennium,6465384067,-2500.8,PLN,Konto w EUR,-18561870.08,PLN,0
759,2023-07-11,2023-07-13,STS.pl,Płatność STS.pl,PL92418278695312078776003075,mBank,5449600498,-1120.03,PLN,Wspólne,-18562990.11,PLN,1
760,2023-07-16,2023-07-18,Biedronka,Płatność Biedronka,PL95957576154115969156694116,Santander,4714604888,-159.14,PLN,Wspólne,-18563149.25,PLN,0
761,2023-07-16,2023-07-16,STS.pl,Płatność STS.pl,PL76940188085802190845674466,Santander,7541038857,-1844.13,PLN,Konto w EUR,-18564993.38,PLN,1
762,2023-07-17,2023-07-18,ATM ING,Płatność ATM ING,PL70225622637436829807412864,PKO BP,2451373229,-1223.94,PLN,Konto w USD,-18566217.32,PLN,0
763,2023-07-17,2023-07-19,ATM ING,Płatność ATM ING,PL47633529504895096893505038,PKO BP,9616959240,-887.94,PLN,Konto w USD,-18567105.26,PLN,0
764,2023-07-18,2023-07-19,Orlen,Płatność Orlen,PL77720197612621876188087721,ING,5326119360,-212.21,PLN,Wspólne,-18567317.47,PLN,0
765,2023-07-22,2023-07-23,Auto Komis Katowice,Płatność Auto Komis Katowice,PL84328800855391986663332653,PKO BP,2826575860,-48413.34,PLN,Wspólne,-18615730.81,PLN,1
766,2023-07-22,2023-07-24,ATM ING,Płatność ATM ING,PL80085375876141110581746041,Santander,4294684247,-1316.41,PLN,Moje,-18617047.22,PLN,0
767,2023-07-23,2023-07-23,Vattenfall,Płatność Vattenfall,PL65158412455229042409586934,Millennium,3017845503,-199.59,PLN,Moje,-18617246.81,PLN,0
768,2023-07-24,2023-07-24,ATM ING,Płatność ATM ING,PL29584812719573713688743060,PKO BP,7660424221,-1208.73,PLN,Konto w USD,-18618455.54,PLN,0
769,2023-07-27,2023-07-28,Zabka,Płatność Zabka,PL49393387005741301072697080,ING,5170235520,-76.19,PLN,Konto w EUR,-18618531.73,PLN,0
770,2023-07-27,2023-07-27,PokerStars,Płatność PokerStars,PL90652954246004168124958958,Millennium,5461085968,-741.73,EUR,Moje,-18619273.46,EUR,1
771,2023-07-29,2023-07-29,PKO BP,Płatność PKO BP,PL93164352042983328283346905,ING,7802288958,4447.91,PLN,Konto w EUR,-18614825.55,PLN,0
772,2023-07-30,2023-07-31,Firma XYZ,Płatność Firma XYZ,PL91648853787107694985998715,Santander,6769299416,7804.17,PLN,Moje,-18607021.38,PLN,0
773,2023-07-30,2023-08-01,PGNiG,Płatność PGNiG,PL50938174707568740525682916,Santander,1980386833,-197.11,PLN,Wspólne,-18607218.49,PLN,0
774,2023-07-31,2023-08-02,STS.pl,Płatność STS.pl,PL94236102810143160056718901,Millennium,6713571316,-1284.84,PLN,Konto w USD,-18608503.33,PLN,1
775,2023-07-31,2023-08-01,Orlen,Płatność Orlen,PL75493317374116398123689911,PKO BP,7936200936,-105.8,PLN,Konto w EUR,-18608609.13,PLN,0
776,2023-08-01,2023-08-03,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL53180504545600199172550171,PKO BP,7106351770,-518061.05,PLN,Moje,-19126670.18,PLN,1
777,2023-08-03,2023-08-05,Lidl,Płatność Lidl,PL19154089872211884821850114,ING,4085550927,-129.51,PLN,Wspólne,-19126799.69,PLN,0
778,2023-08-10,2023-08-11,Amazon,Płatność Amazon,PL28155667250745047425505036,PKO BP,7462012546,-471.34,USD,Moje,-19127271.03,USD,0
779,2023-08-11,2023-08-13,Firma XYZ,Płatność Firma XYZ,PL65065693899281034019467977,Santander,5524065335,6715.67,PLN,Moje,-19120555.36,PLN,0
780,2023-08-12,2023-08-13,Biedronka,Płatność Biedronka,PL28099925854167804773932819,mBank,4515900968,-293.38,PLN,Wspólne,-19120848.74,PLN,0
781,2023-08-14,2023-08-14,Orlen,Płatność Orlen,PL60458028348282668002097141,Santander,2968745166,-156.04,PLN,Wspólne,-19121004.78,PLN,0
782,2023-08-21,2023-08-21,Orlen,Płatność Orlen,PL81306475213658131008668030,ING,9581277987,-198.2,PLN,Konto w USD,-19121202.98,PLN,0
783,2023-08-24,2023-08-24,Urząd Skarbowy,Płatność Urząd Skarbowy,PL66959314403812688384298382,Santander,9151736001,-7648.92,PLN,Konto w EUR,-19128851.9,PLN,0
784,2023-08-26,2023-08-28,Lidl,Płatność Lidl,PL98209777345181252472266299,mBank,9487983170,-120.88,PLN,Moje,-19128972.78,PLN,0
785,2023-08-27,2023-08-27,PokerStars,Płatność PokerStars,PL30736065934007831142520482,Millennium,5651358720,-716.0,EUR,Moje,-19129688.78,EUR,1
786,2023-08-31,2023-09-01,PGNiG,Płatność PGNiG,PL44701951478997371228373762,Millennium,2344078337,-161.12,PLN,Konto w EUR,-19129849.9,PLN,0
787,2023-09-04,2023-09-04,ATM ING,Płatność ATM ING,PL80118637259141588754089007,Millennium,3150162284,-1251.71,PLN,Moje,-19131101.61,PLN,0
788,2023-09-04,2023-09-06,Firma XYZ,Płatność Firma XYZ,PL20383393207483061552667125,Millennium,1794457454,7475.17,PLN,Konto w EUR,-19123626.44,PLN,0
789,2023-09-05,2023-09-06,Urząd Skarbowy,Płatność Urząd Skarbowy,PL59466443877419633330189813,PKO BP,1878361545,-6948.56,PLN,Wspólne,-19130575.0,PLN,0
790,2023-09-07,2023-09-08,Lidl,Płatność Lidl,PL41332448990312595872775054,ING,5902690359,-155.68,PLN,Moje,-19130730.68,PLN,0
791,2023-09-11,2023-09-11,Allegro,Płatność Allegro,PL54807477704700169631497485,ING,7768329524,-252.08,PLN,Moje,-19130982.76,PLN,0
792,2023-09-13,2023-09-14,STS.pl,Płatność STS.pl,PL95367931188176199822804387,ING,6002631803,-1614.71,PLN,Konto w USD,-19132597.47,PLN,1
793,2023-09-17,2023-09-18,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL23700991784179252125027587,PKO BP,3814955011,-413396.9,PLN,Wspólne,-19545994.37,PLN,1
794,2023-09-18,2023-09-20,PokerStars,Płatność PokerStars,PL95679077283088242555934752,Millennium,1488996154,-674.72,EUR,Konto w EUR,-19546669.09,EUR,1
795,2023-09-22,2023-09-23,Amazon,Płatność Amazon,PL66773446653345397527368314,Santander,1294881102,-228.04,USD,Wspólne,-19546897.13,USD,0
796,2023-09-23,2023-09-24,Biuro Notarialne,Płatność Biuro Notarialne,PL81441636823423004581548771,Santander,7643733384,-11068.55,PLN,Moje,-19557965.68,PLN,1
797,2023-09-29,2023-09-29,STS.pl,Płatność STS.pl,PL29872378910972355414369779,ING,4298548977,-1037.78,PLN,Wspólne,-19559003.46,PLN,1
798,2023-09-30,2023-10-02,Zabka,Płatność Zabka,PL41539057034536515782332210,Millennium,1961163542,-159.19,PLN,Moje,-19559162.65,PLN,0
799,2023-09-30,2023-09-30,PGNiG,Płatność PGNiG,PL15318464909962459830887959,PKO BP,9807858188,-167.37,PLN,Moje,-19559330.02,PLN,0
800,2023-09-30,2023-09-30,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL39131193385510414760499230,ING,3534413835,-425969.23,PLN,Wspólne,-19985299.25,PLN,1
801,2023-10-07,2023-10-09,Booking.com,Płatność Booking.com,PL70744949687461892557345818,Millennium,3990114705,-687.17,EUR,Moje,-19985986.42,EUR,0
802,2023-10-11,2023-10-13,Orlen,Płatność Orlen,PL76699917268864910882174138,Santander,3100479974,-291.82,PLN,Konto w EUR,-19986278.24,PLN,0
803,2023-10-14,2023-10-15,Booking.com,Płatność Booking.com,PL97148633747571704896440172,ING,3655924687,-915.72,EUR,Konto w USD,-19987193.96,EUR,0
804,2023-10-17,2023-10-19,PGNiG,Płatność PGNiG,PL14668979148557443746363619,ING,1682419544,-122.86,PLN,Wspólne,-19987316.82,PLN,0
805,2023-10-19,2023-10-19,Vattenfall,Płatność Vattenfall,PL66926644693196772312646615,Santander,3117817163,-292.9,PLN,Konto w EUR,-19987609.72,PLN,0
806,2023-10-20,2023-10-20,MediaMarkt,Płatność MediaMarkt,PL18979918271633702282731572,Santander,7243945896,-2212.12,PLN,Wspólne,-19989821.84,PLN,0
807,2023-10-20,2023-10-20,Urząd Skarbowy,Płatność Urząd Skarbowy,PL33524550892695066304593239,PKO BP,4205704025,-8244.92,PLN,Moje,-19998066.76,PLN,0
808,2023-10-21,2023-10-23,Firma XYZ,Płatność Firma XYZ,PL86978699508975764475411123,Millennium,4127119760,6539.15,PLN,Moje,-19991527.61,PLN,0
809,2023-10-23,2023-10-25,Biedronka,Płatność Biedronka,PL68665306024260542430303227,PKO BP,5554499072,-191.96,PLN,Konto w USD,-19991719.57,PLN,0
810,2023-10-26,2023-10-28,Orlen,Płatność Orlen,PL71465757613521923085755416,Millennium,4073965834,-104.54,PLN,Wspólne,-19991824.11,PLN,0
811,2023-10-27,2023-10-28,Allegro,Płatność Allegro,PL86311616675597213303046471,ING,4516685756,-216.31,PLN,Moje,-19992040.42,PLN,0
812,2023-10-29,2023-10-29,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL52453338023211551814520266,ING,7697713977,-449095.48,PLN,Wspólne,-20441135.9,PLN,1
813,2023-10-30,2023-10-30,Amazon,Płatność Amazon,PL85966215210129491355899622,mBank,3371077130,-166.52,USD,Wspólne,-20441302.42,USD,0
814,2023-11-01,2023-11-02,Amazon,Płatność Amazon,PL10805306119399173700393021,Millennium,3116935732,-387.79,USD,Wspólne,-20441690.21,USD,0
815,2023-11-02,2023-11-02,MediaMarkt,Płatność MediaMarkt,PL93830101592882878845594776,PKO BP,8240871374,-2776.38,PLN,Konto w EUR,-20444466.59,PLN,0
816,2023-11-05,2023-11-07,Vattenfall,Płatność Vattenfall,PL27419331822624623187085241,PKO BP,4701967000,-203.41,PLN,Wspólne,-20444670.0,PLN,0
817,2023-11-07,2023-11-07,Santander Leasing,Płatność Santander Leasing,PL41906630567073204673719628,Millennium,8346261022,-2394.73,PLN,Wspólne,-20447064.73,PLN,0
